original_term_id	slim_term_id
OBI:2100067	OBI:0000443
OBI:0002149	OBI:0000443
OBI:0001413	OBI:0000443
OBI:0001814	OBI:0000443
OBI:0002761	OBI:0000443
OBI:0002967	OBI:0000443
OBI:2100232	OBI:0000443
OBI:2100251	OBI:0000443
OBI:0001650	OBI:0000443
OBI:0000520	OBI:0000443
OBI:2100340	OBI:0000443
OBI:2100267	OBI:0000443
OBI:2100158	OBI:0000443
OBI:0002459	OBI:0000443
OBI:2100290	OBI:0000443
OBI:2100139	OBI:0000443
OBI:0003014	OBI:0000443
OBI:0302737	OBI:0000443
OBI:2100295	OBI:0000443
OBI:0001793	OBI:0000443
OBI:0001835	OBI:0000443
OBI:0001766	OBI:0000443
OBI:2100341	OBI:0000443
OBI:2100244	OBI:0000443
OBI:2100167	OBI:0000443
OBI:2100115	OBI:0000443
OBI:0003183	OBI:0000443
OBI:0003115	OBI:0000443
OBI:0001393	OBI:0000443
OBI:0003215	OBI:0000443
OBI:0001521	OBI:0000443
OBI:2100303	OBI:0000443
OBI:0000872	OBI:0000443
OBI:2100313	OBI:0000443
OBI:2100078	OBI:0000443
OBI:2100256	OBI:0000443
OBI:0000871	OBI:0000443
OBI:0003157	OBI:0000443
OBI:2100136	OBI:0000443
OBI:0001837	OBI:0000443
OBI:0002111	OBI:0000443
OBI:2100114	OBI:0000443
OBI:2100385	OBI:0000443
OBI:0001782	OBI:0000443
OBI:0000904	OBI:0000443
OBI:0001220	OBI:0000443
OBI:2100325	OBI:0000443
OBI:2100196	OBI:0000443
OBI:0002133	OBI:0000443
OBI:0001378	OBI:0000443
OBI:2100323	OBI:0000443
OBI:2100237	OBI:0000443
OBI:1110157	OBI:0000443
OBI:2100148	OBI:0000443
OBI:0003151	OBI:0000443
OBI:2100277	OBI:0000443
OBI:2100055	OBI:0000443
OBI:2100377	OBI:0000443
OBI:2100357	OBI:0000443
OBI:2100087	OBI:0000443
OBI:2100383	OBI:0000443
OBI:2100311	OBI:0000443
OBI:0001781	OBI:0000443
OBI:2100302	OBI:0000443
OBI:2100142	OBI:0000443
OBI:0001216	OBI:0000443
OBI:0001301	OBI:0000443
OBI:2100238	OBI:0000443
OBI:2100094	OBI:0000443
OBI:0003163	OBI:0000443
OBI:2100257	OBI:0000443
OBI:1110162	OBI:0000443
OBI:0001297	OBI:0000443
OBI:0003197	OBI:0000443
OBI:2100152	OBI:0000443
OBI:0000860	OBI:0000443
OBI:2100328	OBI:0000443
OBI:2100004	OBI:0000443
OBI:2100304	OBI:0000443
OBI:0001353	OBI:0000443
OBI:2100205	OBI:0000443
OBI:2100361	OBI:0000443
OBI:2100133	OBI:0000443
OBI:2100118	OBI:0000443
OBI:2100264	OBI:0000443
OBI:0001803	OBI:0000443
OBI:0001268	OBI:0000443
OBI:0001288	OBI:0000443
OBI:0001357	OBI:0000443
OBI:2100282	OBI:0000443
OBI:2100129	OBI:0000443
OBI:2100273	OBI:0000443
OBI:0003180	OBI:0000443
OBI:0001270	OBI:0000443
OBI:0001341	OBI:0000443
OBI:2100192	OBI:0000443
OBI:0001384	OBI:0000443
OBI:2100135	OBI:0000443
OBI:0001743	OBI:0000443
OBI:2100151	OBI:0000443
OBI:2100187	OBI:0000443
OBI:0000892	OBI:0000443
OBI:2100024	OBI:0000443
OBI:2100370	OBI:0000443
OBI:2100081	OBI:0000443
OBI:2100355	OBI:0000443
OBI:2100387	OBI:0000443
OBI:2100194	OBI:0000443
OBI:0001261	OBI:0000443
OBI:0002067	OBI:0000443
OBI:0002153	OBI:0000443
OBI:2100301	OBI:0000443
OBI:0002766	OBI:0000443
OBI:2100145	OBI:0000443
OBI:2100159	OBI:0000443
OBI:2100279	OBI:0000443
OBI:0001279	OBI:0000443
OBI:0003184	OBI:0000443
OBI:0001630	OBI:0000443
OBI:2100287	OBI:0000443
OBI:0001808	OBI:0000443
OBI:0001799	OBI:0000443
OBI:0001318	OBI:0000443
OBI:0001577	OBI:0000443
OBI:2100318	OBI:0000443
OBI:2100199	OBI:0000443
OBI:0001344	OBI:0000443
OBI:2100305	OBI:0000443
OBI:2100339	OBI:0000443
OBI:0002175	OBI:0000443
OBI:2100134	OBI:0000443
OBI:0001302	OBI:0000443
OBI:0001412	OBI:0000443
OBI:2100015	OBI:0000443
OBI:0001284	OBI:0000443
OBI:0003159	OBI:0000443
OBI:0003104	OBI:0002039
OBI:0003089	OBI:0002039
OBI:0002764	OBI:0002039
OBI:0002762	OBI:0002039
OBI:0002039	OBI:0002039
OBI:0002103	OBI:0001146
OBI:0001648	OBI:0001146
OBI:0002161	OBI:0001146
OBI:0001682	OBI:0001146
OBI:0001651	OBI:0001146
OBI:0002102	OBI:0001146
OBI:0001729	OBI:0001146
OBI:0001635	OBI:0001146
OBI:0001731	OBI:0001146
OBI:0001634	OBI:0001146
OBI:0000291	OBI:0001146
OBI:0001146	OBI:0001146
OBI:0001591	OBI:0001146
OBI:0002172	OBI:0001146
OBI:0002019	OBI:0001146
OBI:0002105	OBI:0001146
OBI:0001645	OBI:0001146
OBI:0001655	OBI:0001146
OBI:0002170	OBI:0001146
OBI:0001742	OBI:0001146
OBI:0002173	OBI:0001146
OBI:0001733	OBI:0001146
OBI:0001741	OBI:0001146
OBI:0001699	OBI:0001146
OBI:0001669	OBI:0001146
OBI:0002104	OBI:0001146
OBI:0001499	OBI:0001146
OBI:0001732	OBI:0001146
OBI:0001979	OBI:0001146
OBI:0002164	OBI:0001146
OBI:0001730	OBI:0001146
OBI:0002107	OBI:0001146
OBI:0001476	OBI:0001146
OBI:0001668	OBI:0001146
OBI:0001671	OBI:0001146
OBI:0001679	OBI:0001146
OBI:0001739	OBI:0001146
OBI:0001734	OBI:0001146
OBI:0000923	OBI:0001146
OBI:0001726	OBI:0001146
OBI:0001740	OBI:0001146
OBI:0001229	OBI:0001146
OBI:0001593	OBI:0001146
OBI:0001584	OBI:0001146
OBI:0002018	OBI:0001146
OBI:0001681	OBI:0001146
OBI:0001025	OBI:0001146
OBI:0001491	OBI:0001146
OBI:0001680	OBI:0001146
OBI:0003190	OBI:0001977
OBI:0002174	OBI:0001977
OBI:0001826	OBI:0001977
OBI:2100060	OBI:0001977
OBI:0001756	OBI:0001977
OBI:2100390	OBI:0001977
OBI:2100186	OBI:0001977
OBI:2100027	OBI:0001977
OBI:0002948	OBI:0001977
OBI:0003186	OBI:0001977
OBI:2100062	OBI:0001977
OBI:2100353	OBI:0001977
OBI:2100189	OBI:0001977
OBI:0001839	OBI:0001977
OBI:0003100	OBI:0001977
OBI:0000975	OBI:0001977
OBI:2100324	OBI:0001977
OBI:0001802	OBI:0001977
OBI:1110013	OBI:0001977
OBI:0001795	OBI:0001977
OBI:0001437	OBI:0001977
OBI:2100013	OBI:0001977
OBI:0001758	OBI:0001977
OBI:0001317	OBI:0001977
OBI:2100064	OBI:0001977
OBI:1110168	OBI:0001977
OBI:0001800	OBI:0001977
OBI:0003160	OBI:0001977
OBI:2100306	OBI:0001977
OBI:2100362	OBI:0001977
OBI:0002947	OBI:0001977
OBI:2100124	OBI:0001977
OBI:0001780	OBI:0001977
OBI:0001227	OBI:0001977
OBI:0001841	OBI:0001977
OBI:2100333	OBI:0001977
OBI:2100007	OBI:0001977
OBI:2100008	OBI:0001977
OBI:2100059	OBI:0001977
OBI:0003124	OBI:0001977
OBI:2100283	OBI:0001977
OBI:2100105	OBI:0001977
OBI:0003188	OBI:0001977
OBI:0001370	OBI:0001977
OBI:2100079	OBI:0001977
OBI:2100057	OBI:0001977
OBI:2100050	OBI:0001977
OBI:2100384	OBI:0001977
OBI:2100075	OBI:0001977
OBI:0001838	OBI:0001977
OBI:0001829	OBI:0001977
OBI:0002950	OBI:0001977
OBI:0003025	OBI:0001977
OBI:0001299	OBI:0001977
OBI:2100314	OBI:0001977
OBI:0302736	OBI:0001977
OBI:0001830	OBI:0001977
OBI:9999994	OBI:0001977
OBI:2100268	OBI:0001977
OBI:2100345	OBI:0001977
OBI:2100074	OBI:0001977
OBI:0001376	OBI:0001977
OBI:0001786	OBI:0001977
OBI:0001194	OBI:0001977
OBI:2100099	OBI:0001977
OBI:0001784	OBI:0001977
OBI:0600031	OBI:0001977
OBI:0001789	OBI:0001977
OBI:0001753	OBI:0001977
OBI:0000882	OBI:0001977
OBI:2100207	OBI:0001977
OBI:0002120	OBI:0001977
OBI:2100332	OBI:0001977
OBI:0001750	OBI:0001977
OBI:2100048	OBI:0001977
